Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Mass Merch,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
Timestamp Date,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index
2021-03-09,49,34,79,46,78,46,60,78,80,79,46,59,54,64
2021-03-08,51,30,69,54,71,51,58,66,80,72,83,48,49,0
2021-03-07,44,42,70,42,80,58,56,67,78,78,54,37,60,104
2021-03-06,56,38,86,41,70,63,56,71,76,72,37,48,65,59
2021-03-05,53,37,80,43,78,58,57,65,78,83,62,36,48,69
2021-03-04,41,19,63,44,64,42,43,66,69,64,58,44,43,57
2021-03-03,51,26,75,41,64,46,53,88,73,66,29,40,46,0
2021-03-02,38,26,77,48,74,54,46,80,76,76,58,70,57,71
2021-03-01,46,19,58,45,68,45,48,80,69,74,38,43,48,0
2021-02-28,44,30,73,40,72,55,57,59,58,63,29,39,55,100
2021-02-27,68,46,96,46,72,55,69,72,88,75,71,57,63,72
2021-02-26,52,29,78,47,68,54,57,82,78,75,27,48,46,61
2021-02-25,51,27,72,48,69,44,47,70,85,77,62,68,53,72
2021-02-24,42,22,73,48,64,45,51,69,72,87,46,56,48,0
2021-02-23,55,18,73,44,75,58,56,66,84,78,56,57,48,70
2021-02-22,51,17,55,45,61,44,48,58,59,61,54,42,50,0
2021-02-21,34,30,63,34,68,47,44,60,68,44,44,27,49,88
2021-02-20,47,28,75,38,79,54,52,75,66,72,58,35,53,49
2021-02-19,46,30,68,40,73,46,53,70,64,76,56,41,49,60
2021-02-18,54,17,63,39,64,46,49,57,61,55,29,40,47,59
2021-02-17,47,24,59,44,73,51,45,63,59,62,48,51,46,1
2021-02-16,34,15,48,32,54,38,40,56,43,45,21,39,29,38
2021-02-15,34,22,41,40,49,33,49,51,50,63,31,30,34,0
2021-02-14,35,19,57,35,73,49,50,42,44,66,29,31,47,77
2021-02-13,38,30,60,35,80,68,47,65,55,75,75,42,48,45
2021-02-12,50,22,75,45,71,65,56,82,74,72,44,47,61,66
2021-02-11,49,18,58,41,64,53,44,58,57,63,38,59,54,58
2021-02-10,42,25,59,45,64,56,47,59,60,71,40,72,50,0
2021-02-09,40,22,56,46,75,51,43,70,66,65,50,50,53,59
2021-02-08,36,21,49,37,68,47,46,63,62,54,58,39,51,0
2021-02-07,29,16,53,34,65,43,46,54,50,66,38,44,60,79
2021-02-06,36,26,62,41,71,52,54,77,62,70,31,35,58,47
2021-02-05,42,26,64,46,71,56,58,72,68,75,52,52,52,63
2021-02-04,48,24,60,46,70,38,56,70,73,62,52,45,47,55
2021-02-03,38,25,73,48,75,54,51,66,68,73,52,45,57,0
2021-02-02,41,22,60,42,70,47,50,56,69,64,44,47,51,60
2021-02-01,38,18,61,39,68,50,47,58,57,66,60,29,57,0
2021-01-31,25,15,39,23,46,31,41,42,37,43,42,25,36,67
2021-01-30,39,20,69,39,85,58,56,57,54,69,54,20,52,48
2021-01-29,37,24,65,43,70,48,59,67,74,69,52,24,52,58
2021-01-28,31,20,63,44,61,45,51,58,67,53,58,36,45,55
2021-01-27,32,17,59,40,68,47,44,51,61,70,42,36,47,0
2021-01-26,34,21,48,40,55,37,48,55,54,63,37,35,35,50
2021-01-25,30,21,58,50,84,48,52,70,68,56,31,32,51,0
2021-01-24,21,24,52,32,68,47,48,39,56,59,73,22,55,85
2021-01-23,33,25,66,42,73,55,62,63,69,84,38,24,48,46
2021-01-22,31,17,72,41,76,60,49,64,71,93,56,35,51,59
2021-01-21,29,12,60,43,70,49,49,53,63,50,71,36,49,59
2021-01-20,35,15,55,40,60,37,48,60,64,59,40,43,44,0
2021-01-19,31,13,53,37,70,38,41,66,55,51,42,29,40,51
2021-01-18,36,18,56,43,71,55,55,64,72,50,35,19,42,0
2021-01-17,21,15,52,34,58,47,52,56,63,53,50,26,45,83
2021-01-16,25,20,64,35,72,56,48,60,60,66,35,20,51,41
2021-01-15,35,24,60,42,77,50,51,63,65,72,52,29,47,60
2021-01-14,35,19,58,38,62,47,47,63,52,73,37,20,45,56
2021-01-13,37,23,58,37,66,49,43,53,58,64,50,28,47,0
2021-01-12,41,8,56,41,75,57,43,65,62,64,42,27,46,56
2021-01-11,38,14,51,35,73,53,43,64,59,67,33,17,40,0
2021-01-10,21,18,48,29,63,42,44,59,56,51,37,9,47,77
2021-01-09,22,23,69,33,75,58,49,62,69,62,44,11,52,43
2021-01-08,32,17,65,39,75,50,46,64,76,82,37,19,51,55
2021-01-07,34,15,59,32,67,46,40,53,70,79,54,22,42,53
2021-01-06,33,14,56,33,68,53,46,64,62,61,31,16,39,0
2021-01-05,32,18,58,40,76,47,41,72,57,56,33,21,46,52
2021-01-04,26,18,58,43,67,49,39,60,63,67,42,24,49,0
2021-01-03,27,18,48,30,69,52,42,43,59,41,27,11,50,73
2021-01-02,24,26,70,29,63,65,41,53,59,65,50,16,43,35
2021-01-01,20,14,38,21,46,36,37,39,41,57,38,9,32,33
2020-12-31,34,11,64,43,111,73,46,77,64,66,50,15,48,56
2020-12-30,30,19,68,39,80,53,46,65,64,62,67,16,51,0
2020-12-29,36,22,62,39,67,61,49,67,63,69,37,20,42,55
2020-12-28,33,16,57,39,74,47,42,63,62,69,35,20,43,0
2020-12-27,19,23,45,28,64,50,39,54,58,54,21,11,41,73
2020-12-26,22,15,54,26,69,58,44,51,53,63,58,9,42,36
2020-12-25,13,13,34,11,11,5,35,44,45,27,15,7,33,29
2020-12-24,32,16,64,35,90,74,50,68,59,71,83,12,51,55
2020-12-23,37,19,76,45,86,78,54,75,66,82,69,17,54,1
2020-12-22,29,17,66,45,89,63,47,75,66,70,83,22,47,57
2020-12-21,23,19,50,36,65,63,45,69,59,61,67,16,48,0
2020-12-20,23,19,53,27,71,65,41,53,59,55,44,9,49,87
2020-12-19,24,24,64,34,68,74,40,58,65,69,52,14,47,45
2020-12-18,38,18,67,37,77,64,46,75,66,62,50,23,46,57
2020-12-17,26,13,57,36,68,58,35,60,55,52,56,19,44,51
2020-12-16,28,17,49,38,65,54,34,65,49,62,52,17,39,0
2020-12-15,23,14,55,35,62,46,34,57,57,64,44,15,37,50
2020-12-14,28,13,46,31,64,50,33,61,44,53,35,14,41,0
2020-12-13,22,12,46,25,62,56,36,49,56,54,37,9,44,77
2020-12-12,18,17,60,29,70,62,32,69,49,57,48,6,37,40
2020-12-11,28,19,51,34,67,53,36,59,43,56,37,19,34,47
2020-12-10,31,17,56,36,72,52,40,45,64,72,52,21,39,50
2020-12-09,32,12,56,35,70,51,37,53,58,56,40,24,39,0
2020-12-08,29,17,55,41,76,52,34,53,65,69,40,20,44,54
2020-12-07,26,13,54,39,76,53,41,57,65,59,44,22,45,0
2020-12-06,17,23,51,34,73,62,33,56,55,54,37,14,45,79
2020-12-05,28,31,62,34,79,73,44,66,67,76,31,15,57,43
2020-12-04,32,19,67,40,76,56,44,69,73,98,52,20,48,62
2020-12-03,38,13,64,37,73,54,43,61,71,81,38,24,51,56
2020-12-02,27,19,57,39,71,56,41,65,68,87,33,20,48,0
2020-12-01,25,20,55,38,68,54,38,65,61,62,40,18,46,41
2020-11-30,27,21,52,40,73,53,36,49,57,56,27,19,51,0
2020-11-29,16,17,45,26,65,55,37,43,56,60,17,10,40,75
2020-11-28,18,15,57,31,77,57,42,56,61,59,44,8,48,47
2020-11-27,20,16,52,35,59,60,40,61,63,56,67,19,41,48
2020-11-26,15,13,40,29,68,9,37,40,38,44,17,9,40,30
2020-11-25,25,12,59,40,96,55,40,63,62,70,48,15,46,1
2020-11-24,26,15,62,46,91,63,40,62,60,85,38,16,46,41
2020-11-23,29,18,54,47,81,56,35,63,62,65,46,17,48,0
2020-11-22,25,14,53,32,77,58,39,55,60,63,52,8,46,78
2020-11-21,28,24,69,38,86,72,45,57,78,82,38,14,48,43
2020-11-20,29,25,72,44,92,55,50,70,76,78,62,20,52,59
2020-11-19,32,22,69,41,81,53,42,74,75,61,38,22,54,62
2020-11-18,28,23,63,41,73,47,37,54,74,63,46,21,48,0
2020-11-17,22,15,62,39,72,51,37,60,71,66,65,19,48,42
2020-11-16,33,17,52,41,74,50,41,65,68,49,42,21,48,0
2020-11-15,23,19,47,31,80,60,30,44,61,51,31,10,45,71
2020-11-14,27,35,75,37,79,58,43,56,68,74,52,19,57,52
2020-11-13,29,19,70,46,86,42,45,77,81,66,56,17,62,58
2020-11-12,32,15,63,42,80,38,38,70,71,67,44,23,49,57
2020-11-11,32,16,57,45,77,44,40,62,77,73,31,27,49,0
2020-11-10,31,17,58,48,83,41,45,70,66,65,50,17,52,47
2020-11-09,32,18,54,51,81,34,43,64,63,62,50,22,55,0
2020-11-08,23,30,58,34,68,37,46,55,64,62,54,9,48,88
2020-11-07,38,44,82,40,80,47,53,74,83,79,38,14,60,71
2020-11-06,37,83,69,46,82,45,48,75,80,78,40,20,55,68
2020-11-05,27,15,61,40,69,31,41,72,67,64,38,19,45,53
2020-11-04,35,32,63,42,75,40,43,74,63,85,60,19,52,0
2020-11-03,31,26,68,48,78,50,46,77,75,98,46,23,54,49
2020-11-02,36,19,60,53,82,41,46,75,76,54,38,35,50,0
2020-11-01,21,20,47,35,83,44,43,50,61,59,35,15,48,82
2020-10-31,28,34,69,37,88,61,46,70,77,78,48,22,55,55
2020-10-30,34,19,69,42,86,58,43,79,85,75,56,25,54,63
2020-10-29,35,27,63,44,79,47,40,63,72,75,56,24,56,61
2020-10-28,30,16,58,43,73,46,38,79,73,79,40,25,45,0
2020-10-27,28,18,52,45,73,44,38,69,68,73,37,26,55,47
2020-10-26,27,15,53,50,78,40,40,58,56,66,40,29,51,0
2020-10-25,29,29,53,36,85,51,36,53,59,57,48,13,57,86
2020-10-24,35,30,74,40,86,54,48,60,59,72,50,20,53,54
2020-10-23,43,34,66,44,70,47,46,64,75,104,62,20,56,62
2020-10-22,37,40,67,49,76,40,44,65,70,82,50,24,50,61
2020-10-21,33,23,63,45,81,42,42,66,76,63,54,24,54,0
2020-10-20,36,22,55,48,82,42,37,60,68,68,52,25,50,41
2020-10-19,28,21,51,45,72,40,36,56,66,62,31,23,45,0
2020-10-18,25,32,58,36,72,46,40,49,54,64,65,16,53,93
2020-10-17,35,44,74,41,86,43,55,70,64,88,65,22,58,60
2020-10-16,45,33,73,47,86,51,53,74,81,78,42,28,60,66
2020-10-15,40,27,65,46,79,41,40,60,62,79,37,31,50,65
2020-10-14,36,24,63,43,77,37,46,78,79,76,38,28,51,0
2020-10-13,34,23,59,45,79,40,41,68,82,72,58,22,46,49
2020-10-12,31,21,51,45,80,53,40,55,63,67,40,17,47,0
2020-10-11,19,34,54,40,75,41,39,55,59,47,56,20,52,100
2020-10-10,26,37,77,40,80,53,42,69,78,78,52,34,56,58
2020-10-09,35,39,71,47,86,39,42,72,88,62,52,23,49,67
2020-10-08,37,28,71,46,73,41,56,66,73,73,52,25,55,63
2020-10-07,33,22,66,46,80,38,49,88,75,96,42,24,54,0
2020-10-06,28,21,67,50,83,38,51,77,73,78,54,25,54,44
2020-10-05,27,20,60,41,74,40,44,75,69,69,60,23,55,0
2020-10-04,18,37,61,41,80,48,44,58,67,60,83,14,55,104
2020-10-03,25,49,74,39,90,49,51,79,73,80,73,21,53,52
2020-10-02,31,37,79,52,89,50,48,75,81,57,38,26,65,75
2020-10-01,36,26,68,48,80,45,46,68,81,96,40,25,55,66
2020-09-30,40,24,78,46,86,44,54,78,71,70,42,29,55,0
2020-09-29,30,17,59,43,84,46,48,66,66,85,62,24,56,50
2020-09-28,31,21,51,43,70,41,38,55,56,72,37,23,52,0
2020-09-27,24,32,57,44,72,49,50,53,52,66,69,12,59,92
2020-09-26,29,39,68,43,87,37,61,59,61,75,52,20,59,57
2020-09-25,37,27,71,49,90,44,54,65,62,82,50,26,52,63
2020-09-24,28,29,64,44,78,43,54,73,66,66,60,28,54,59
2020-09-23,30,29,63,47,80,39,46,74,58,70,46,24,54,0
2020-09-22,26,19,59,44,76,37,48,57,58,54,52,22,52,40
2020-09-21,25,16,50,39,75,40,40,73,60,66,40,20,47,0
2020-09-20,23,31,55,38,78,38,51,59,49,67,44,13,57,79
2020-09-19,26,39,70,38,78,45,59,73,58,60,52,16,59,56
2020-09-18,26,28,66,45,84,44,48,70,61,69,88,19,54,59
2020-09-17,24,34,64,43,73,44,45,75,59,66,79,20,50,57
2020-09-16,30,39,60,39,79,37,53,84,62,79,52,25,54,0
2020-09-15,19,15,57,43,72,46,49,79,56,64,63,20,43,40
2020-09-14,23,28,56,49,73,45,41,71,58,51,37,25,50,0
2020-09-13,19,38,56,42,77,34,58,69,48,72,44,14,58,98
2020-09-12,23,41,64,45,84,47,52,79,54,70,63,12,58,54
2020-09-11,31,28,70,47,77,47,49,87,69,82,71,24,59,70
2020-09-10,28,26,63,44,77,47,53,73,56,72,75,25,54,62
2020-09-09,31,34,65,48,79,44,45,83,60,70,69,31,58,0
2020-09-08,29,27,59,43,74,44,47,74,53,62,83,21,59,42
2020-09-07,20,26,53,43,74,50,66,65,52,68,69,12,66,0
2020-09-06,28,37,51,40,88,41,57,69,57,69,40,10,65,86
2020-09-05,21,50,77,38,98,50,70,88,60,73,63,20,62,58
2020-09-04,26,43,70,44,86,47,64,94,65,112,63,27,64,68
2020-09-03,32,32,69,49,85,49,58,83,70,86,69,26,60,61
2020-09-02,28,26,67,44,77,45,48,88,70,93,67,26,53,0
2020-09-01,27,27,60,48,84,48,52,84,56,76,60,20,54,49
2020-08-31,26,17,58,46,75,39,47,69,61,66,42,25,47,0
2020-08-30,20,37,52,39,69,40,54,53,51,54,62,10,51,81
2020-08-29,22,39,61,36,75,47,51,59,50,55,46,14,51,44
2020-08-28,23,25,61,43,78,35,46,65,54,82,56,19,48,52
2020-08-27,26,30,65,46,82,46,54,75,63,92,60,20,59,62
2020-08-26,28,21,59,45,75,37,53,80,72,64,52,21,55,0
2020-08-25,22,26,51,45,73,39,55,77,63,63,42,21,55,42
2020-08-24,23,20,56,48,75,44,52,75,59,63,54,16,51,0
2020-08-23,20,34,48,43,60,40,59,46,57,56,48,9,50,86
2020-08-22,24,39,69,39,91,53,61,61,74,78,48,15,55,45
2020-08-21,28,27,70,51,90,45,58,80,63,67,50,17,52,63
2020-08-20,26,25,65,47,76,36,54,70,61,77,62,24,53,59
2020-08-19,21,36,63,43,78,47,55,82,58,85,52,22,48,0
2020-08-18,33,31,57,49,86,43,49,83,57,72,62,20,54,56
2020-08-17,26,24,58,47,84,39,53,70,56,79,58,26,50,0
2020-08-16,24,39,53,36,78,46,63,77,67,62,44,17,62,91
2020-08-15,25,41,63,40,82,49,51,73,54,75,60,14,42,48
2020-08-14,36,32,66,47,84,38,54,69,64,96,46,15,61,62
2020-08-13,29,33,64,49,82,42,53,65,66,70,52,24,59,64
2020-08-12,30,22,68,43,76,47,51,87,67,79,31,20,54,0
2020-08-11,25,20,62,48,80,54,54,102,74,93,50,41,68,64
2020-08-10,17,21,53,46,83,33,45,56,64,61,44,15,53,0
2020-08-09,30,30,51,38,78,49,58,55,61,68,52,18,59,90
2020-08-08,25,37,67,42,82,50,65,73,61,69,65,16,55,56
2020-08-07,33,23,69,44,92,49,55,80,68,91,48,20,61,65
2020-08-06,32,24,66,44,84,42,58,81,63,75,69,20,60,63
2020-08-05,29,22,67,43,78,48,52,74,65,78,58,20,50,0
2020-08-04,27,21,58,48,74,39,54,82,56,82,73,17,57,57
2020-08-03,31,11,58,47,76,47,53,66,63,62,63,16,62,0
2020-08-02,26,33,57,41,80,50,58,60,63,69,60,14,60,106
2020-08-01,28,33,67,38,80,53,58,75,58,76,63,21,58,44
2020-07-31,24,30,70,49,82,47,58,68,73,92,67,16,58,65
2020-07-30,35,26,67,47,86,48,58,77,73,101,63,15,66,64
2020-07-29,29,18,67,48,74,46,57,71,63,78,67,23,58,0
2020-07-28,29,24,60,48,77,43,63,72,61,73,42,19,52,60
2020-07-27,28,24,59,51,83,46,55,63,59,54,56,19,58,0
2020-07-26,18,39,46,42,69,38,67,48,55,68,54,15,60,75
2020-07-25,30,55,72,40,96,53,86,78,66,95,75,16,63,55
2020-07-24,20,36,51,36,78,36,59,52,57,79,54,16,55,47
2020-07-23,33,48,63,44,67,45,65,72,68,92,69,22,58,57
2020-07-22,29,48,63,50,78,47,64,63,68,86,65,20,55,0
2020-07-21,27,35,62,52,73,44,62,68,61,81,52,22,57,60
2020-07-20,22,43,52,46,78,50,66,60,56,72,52,23,57,0
2020-07-19,17,45,47,37,68,38,51,50,56,53,38,10,48,68
2020-07-18,26,66,65,43,87,45,75,69,59,59,50,14,58,43
2020-07-17,32,53,65,42,83,44,64,65,69,99,46,17,58,50
2020-07-16,30,63,65,45,85,47,67,73,72,74,23,23,58,55
2020-07-15,26,59,61,46,77,41,55,72,51,85,40,21,57,0
2020-07-14,26,44,60,48,80,52,65,59,68,76,58,20,56,60
2020-07-13,21,37,59,46,80,41,61,64,58,89,62,24,54,0
2020-07-12,21,67,56,47,72,47,73,63,63,85,54,13,62,85
2020-07-11,21,56,65,40,93,51,66,74,73,63,46,17,52,44
2020-07-10,25,57,70,45,72,49,59,65,59,76,50,22,63,61
2020-07-09,19,44,60,48,61,52,57,72,66,88,42,17,51,52
2020-07-08,23,45,67,45,68,62,68,82,68,75,46,19,61,0
2020-07-07,20,35,53,41,60,42,53,55,53,64,35,19,49,47
2020-07-06,23,45,57,47,60,55,59,67,51,90,38,23,49,0
2020-07-05,16,51,54,36,62,50,71,49,59,66,58,12,58,81
2020-07-04,19,44,45,32,65,39,63,40,46,61,37,9,43,24
2020-07-03,29,52,72,44,78,81,67,64,61,93,63,13,59,53
2020-07-02,24,52,68,42,66,51,62,63,72,97,44,21,61,60
2020-07-01,19,55,68,41,62,60,62,59,63,83,42,18,59,0
2020-06-30,17,42,60,42,61,59,57,64,60,74,44,17,58,48
2020-06-29,20,50,58,43,58,62,52,74,54,90,37,16,66,0
2020-06-28,19,66,56,37,56,63,66,59,65,68,50,12,57,81
2020-06-27,21,61,73,42,75,61,62,66,58,70,50,22,73,50
2020-06-26,20,59,60,46,60,55,47,52,60,83,31,24,57,67
2020-06-25,26,50,70,40,57,45,61,69,72,85,37,30,56,70
2020-06-24,14,39,51,33,51,53,47,56,69,78,33,22,51,0
2020-06-23,23,44,69,39,73,58,61,73,54,69,35,22,52,69
2020-06-22,19,30,57,37,65,60,60,53,60,58,42,22,59,0
2020-06-21,16,52,55,35,66,58,68,55,54,65,46,23,58,92
2020-06-20,17,61,79,42,68,62,61,61,66,70,60,25,64,45
