Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2021-01-16,21,95,68,33,102,27,72,52,62,108,36,59,87
2021-01-15,33,113,62,54,121,101,85,57,71,200,42,70,70
2021-01-14,33,88,57,58,113,113,66,53,54,142,39,64,77
2021-01-13,30,68,60,58,96,108,75,59,65,100,37,66,68
2021-01-12,30,91,60,51,101,101,63,45,59,125,36,56,76
2021-01-11,28,47,57,46,91,98,71,55,62,133,35,61,0
2021-01-10,18,49,34,24,100,16,64,48,47,83,26,52,15
2021-01-09,24,66,53,33,125,29,84,65,58,150,36,70,87
2021-01-08,34,81,59,56,98,110,80,66,54,142,40,64,76
2021-01-07,32,61,60,46,92,132,69,55,55,133,37,60,75
2021-01-06,32,55,49,46,93,111,74,58,48,100,35,55,66
2021-01-05,30,68,47,47,92,89,78,58,52,83,35,58,71
2021-01-04,36,45,51,37,102,98,73,55,57,33,36,53,0
2021-01-03,23,60,39,25,72,14,56,42,47,58,28,46,16
2021-01-02,28,70,51,33,90,17,73,61,58,125,35,60,87
2021-01-01,18,57,36,26,73,63,53,45,45,83,21,50,49
2020-12-31,37,74,62,59,188,86,104,71,69,208,37,85,79
2020-12-30,39,96,60,51,94,94,60,62,63,150,38,60,75
2020-12-29,41,80,57,50,99,95,60,57,54,108,37,57,88
2020-12-28,38,42,53,32,109,99,67,61,59,142,36,61,0
2020-12-27,24,53,38,19,74,15,62,49,43,92,29,48,16
2020-12-26,21,52,48,34,96,18,76,50,52,158,33,59,82
2020-12-25,15,53,38,29,25,61,86,23,39,25,21,37,50
2020-12-24,26,72,55,51,144,85,109,67,53,108,32,72,72
2020-12-23,37,73,59,40,135,119,88,70,58,142,42,64,89
2020-12-22,38,57,58,62,123,102,89,69,60,125,41,68,92
2020-12-21,39,39,55,39,96,103,67,63,57,83,37,58,0
2020-12-20,27,53,38,26,96,22,72,53,48,200,32,55,15
2020-12-19,31,68,53,22,85,24,84,62,59,133,41,62,73
2020-12-18,41,64,52,38,88,109,79,65,58,142,42,61,66
2020-12-17,40,55,46,42,97,96,69,60,51,142,37,56,65
2020-12-16,40,60,47,49,88,78,72,54,53,50,36,59,54
2020-12-15,34,57,52,37,76,91,62,55,45,75,34,53,55
2020-12-14,35,32,38,28,67,81,55,47,31,50,32,45,0
2020-12-13,20,37,29,14,64,20,53,42,40,92,25,40,12
2020-12-12,26,57,42,28,83,20,74,54,43,125,31,53,62
2020-12-11,35,75,44,38,104,107,61,62,51,117,38,56,67
2020-12-10,36,62,47,43,96,108,70,59,55,92,35,61,61
2020-12-09,39,64,51,39,93,100,75,61,57,67,36,62,53
2020-12-08,39,64,52,53,107,83,63,61,49,92,36,59,65
2020-12-07,36,30,47,38,99,96,60,53,54,83,35,58,0
2020-12-06,21,45,41,20,89,23,59,43,42,100,26,48,14
2020-12-05,28,64,60,32,107,22,70,64,67,158,38,61,73
2020-12-04,40,76,58,46,117,94,86,65,55,133,41,72,67
2020-12-03,40,71,55,44,104,98,75,70,54,75,39,69,65
2020-12-02,38,76,51,48,89,86,71,61,62,92,38,62,51
2020-12-01,41,80,54,44,114,107,76,57,64,125,38,65,66
2020-11-30,39,25,45,42,74,81,58,53,43,42,35,51,0
2020-11-29,23,53,30,24,63,18,65,40,37,50,28,46,13
2020-11-28,28,74,47,31,101,18,69,46,56,142,33,56,72
2020-11-27,35,65,50,30,69,99,63,40,47,117,31,50,48
2020-11-26,15,67,36,17,115,84,45,18,32,50,24,41,34
2020-11-25,23,68,52,38,193,94,68,61,44,125,36,73,68
2020-11-24,32,74,56,50,147,84,67,60,58,117,39,65,95
2020-11-23,27,33,49,44,130,100,69,56,50,150,37,57,0
2020-11-22,18,51,39,22,115,13,57,48,46,50,26,51,16
2020-11-21,23,57,50,31,122,15,70,55,54,83,35,60,62
2020-11-20,30,94,63,47,107,114,78,76,62,133,43,64,69
2020-11-19,32,66,60,51,113,101,72,63,40,150,40,61,58
2020-11-18,29,74,53,39,102,88,60,60,55,125,37,56,57
2020-11-17,29,67,51,49,99,89,63,62,45,83,37,57,59
2020-11-16,28,31,43,42,104,99,63,53,41,75,37,57,0
2020-11-15,17,42,31,19,98,7,54,48,44,75,26,50,14
2020-11-14,22,76,49,31,129,21,67,58,59,125,37,65,57
2020-11-13,36,95,61,53,119,133,78,72,55,83,43,65,71
2020-11-12,26,74,48,53,78,105,68,63,53,58,39,52,60
2020-11-11,31,64,50,52,88,100,73,50,64,75,36,57,51
2020-11-10,28,61,45,47,89,123,73,60,48,117,36,53,63
2020-11-09,29,35,46,37,108,119,70,55,54,100,36,58,0
2020-11-08,21,70,42,25,104,15,62,47,44,67,34,51,18
2020-11-07,25,90,54,34,108,40,72,62,64,208,39,66,69
2020-11-06,37,97,63,43,94,117,95,82,80,142,45,68,67
2020-11-05,36,99,61,52,102,91,72,57,62,92,38,62,59
2020-11-04,39,107,60,42,98,144,72,65,59,108,38,60,59
2020-11-03,39,93,63,58,122,301,97,68,63,83,39,75,79
2020-11-02,36,33,55,44,116,103,67,65,52,183,38,64,0
2020-11-01,25,64,44,29,100,15,66,51,44,133,30,56,14
2020-10-31,29,90,55,44,124,20,101,73,69,167,38,76,61
2020-10-30,37,103,63,38,124,184,87,78,63,100,43,76,67
2020-10-29,32,92,61,53,126,103,74,66,49,67,41,69,68
2020-10-28,30,88,56,52,100,246,67,61,54,75,38,61,58
2020-10-27,32,75,48,56,122,99,72,57,54,92,36,62,68
2020-10-26,27,32,51,47,93,105,62,50,54,67,35,57,0
2020-10-25,15,75,43,29,85,8,58,47,52,100,32,50,15
2020-10-24,27,103,62,34,119,16,88,54,62,125,41,63,71
2020-10-23,32,81,63,47,91,102,87,68,58,100,43,62,70
2020-10-22,33,103,71,60,89,117,78,65,57,133,41,67,63
2020-10-21,33,76,48,64,110,100,73,52,56,58,40,63,54
2020-10-20,33,76,47,58,96,97,84,53,67,83,37,65,57
2020-10-19,37,36,51,54,102,86,69,51,54,75,37,57,0
2020-10-18,27,70,40,19,114,16,57,45,62,75,33,55,15
2020-10-17,39,103,66,38,130,22,88,62,58,108,45,63,92
2020-10-16,44,99,64,61,120,142,90,74,74,158,46,73,91
2020-10-15,40,93,53,66,105,139,78,62,59,108,41,68,62
2020-10-14,43,95,53,61,108,136,71,70,71,117,39,64,62
2020-10-13,41,85,51,58,110,106,68,60,61,83,38,59,66
2020-10-12,29,27,43,56,109,108,74,58,55,125,35,63,0
2020-10-11,26,82,37,25,114,22,57,48,39,150,33,54,18
2020-10-10,37,94,56,34,96,34,76,64,53,100,44,63,88
2020-10-09,40,102,67,71,119,151,93,71,71,158,45,69,72
2020-10-08,48,107,55,64,106,127,75,70,67,42,43,68,84
2020-10-07,41,114,58,67,114,148,82,67,71,83,43,65,69
2020-10-06,39,89,47,53,110,122,81,63,57,175,39,64,79
2020-10-05,39,49,45,69,114,130,80,61,46,92,40,61,0
2020-10-04,27,75,40,27,98,17,65,43,46,100,37,53,22
2020-10-03,33,88,57,40,122,24,75,64,48,133,44,66,111
2020-10-02,42,105,64,40,114,119,89,75,63,125,47,67,85
2020-10-01,37,98,60,67,121,122,78,74,58,100,44,67,81
2020-09-30,44,97,70,67,115,167,77,66,65,92,46,62,93
2020-09-29,35,84,49,68,118,108,63,59,54,67,41,55,82
2020-09-28,35,43,54,53,127,143,47,62,52,58,40,62,0
2020-09-27,31,76,45,32,105,27,69,50,48,108,38,51,24
2020-09-26,35,113,61,57,106,31,79,60,60,158,48,63,100
2020-09-25,45,121,76,72,116,157,93,69,69,75,49,74,89
2020-09-24,43,88,56,70,106,159,88,71,52,150,46,71,90
2020-09-23,45,111,56,79,91,130,81,74,58,67,44,66,80
2020-09-22,42,108,48,84,191,113,68,57,67,92,42,71,84
2020-09-21,41,33,42,72,110,132,68,59,57,92,37,59,0
2020-09-20,27,76,42,31,92,29,55,52,47,58,38,52,20
2020-09-19,38,88,58,62,130,36,90,69,53,108,43,66,93
2020-09-18,42,82,55,66,124,124,83,80,65,100,43,72,70
2020-09-17,40,93,54,75,145,136,80,68,61,158,42,70,65
2020-09-16,43,101,59,82,150,147,82,72,52,125,47,76,66
2020-09-15,40,79,54,84,101,137,80,62,61,133,41,63,63
2020-09-14,44,36,46,73,92,138,71,60,53,42,39,60,0
2020-09-13,35,69,45,53,97,31,65,63,51,142,37,56,23
2020-09-12,31,54,59,53,108,41,87,63,54,108,42,63,100
2020-09-11,45,76,70,69,127,118,90,80,67,50,47,75,84
2020-09-10,47,61,56,60,125,135,63,63,51,83,43,66,79
2020-09-09,44,56,52,67,99,131,72,64,63,42,43,61,76
2020-09-08,39,89,58,80,99,85,81,64,69,125,41,65,84
2020-09-07,33,48,53,57,117,122,72,56,56,75,35,61,0
2020-09-06,27,68,41,38,94,27,66,48,56,58,37,52,23
2020-09-05,36,100,63,58,104,35,92,69,68,117,48,74,107
2020-09-04,45,95,82,80,122,134,94,90,82,108,50,78,113
2020-09-03,47,111,63,87,132,144,94,86,65,108,47,78,91
2020-09-02,40,84,63,84,133,150,80,78,74,125,45,72,70
2020-09-01,44,76,54,82,105,121,76,70,59,75,42,66,95
2020-08-31,37,46,51,66,103,106,68,62,57,75,38,63,0
2020-08-30,29,62,48,37,95,26,57,50,53,75,35,52,19
2020-08-29,27,92,52,47,94,45,68,62,57,58,40,61,62
2020-08-28,43,86,58,52,95,116,80,72,66,142,42,68,75
2020-08-27,41,91,61,74,98,120,81,74,55,158,46,65,79
2020-08-26,41,86,60,69,98,132,75,64,67,117,42,67,67
2020-08-25,40,74,61,57,110,120,79,72,57,67,44,66,90
2020-08-24,40,45,63,63,98,131,84,67,61,125,41,66,0
2020-08-23,25,72,46,39,122,18,58,49,39,50,36,60,19
2020-08-22,34,103,55,35,99,34,63,70,55,142,47,66,99
2020-08-21,46,118,66,60,113,136,84,75,59,150,50,69,98
2020-08-20,43,115,68,80,129,154,76,75,68,100,44,76,88
2020-08-19,42,99,64,82,119,142,97,77,77,92,45,73,82
2020-08-18,39,86,62,79,105,112,90,73,61,117,44,73,91
2020-08-17,39,40,59,67,98,118,96,69,70,125,44,68,0
2020-08-16,29,81,50,42,93,38,65,63,57,175,42,58,22
2020-08-15,32,111,61,51,108,37,79,64,49,108,47,68,75
2020-08-14,43,148,70,71,135,139,90,83,71,183,49,79,98
2020-08-13,42,107,61,61,110,133,75,83,64,175,48,77,91
2020-08-12,34,120,65,67,122,127,87,81,76,142,48,77,96
2020-08-11,32,99,71,79,121,144,81,67,73,142,48,74,100
2020-08-10,30,41,56,64,118,102,74,66,57,67,41,66,0
2020-08-09,39,70,51,48,98,30,82,55,52,133,42,60,19
2020-08-08,45,91,63,57,141,37,80,69,76,208,47,73,94
2020-08-07,53,104,70,63,118,109,84,74,63,200,53,66,111
2020-08-06,49,86,61,64,101,117,74,75,60,150,47,66,96
2020-08-05,54,82,70,68,95,135,89,82,67,167,45,69,90
2020-08-04,46,76,61,76,95,116,90,68,46,92,43,65,97
2020-08-03,46,33,64,65,95,127,84,72,65,92,44,67,0
2020-08-02,36,61,49,34,76,18,58,60,54,83,39,54,22
2020-08-01,40,68,55,65,97,35,77,73,75,133,46,71,108
2020-07-31,52,78,71,63,108,146,95,81,77,167,50,74,96
2020-07-30,56,70,62,68,89,130,82,78,64,83,46,69,91
2020-07-29,49,73,62,62,93,169,103,77,74,150,46,72,93
2020-07-28,52,73,58,62,83,169,99,73,60,183,44,68,96
2020-07-27,53,41,59,66,88,139,86,70,56,108,43,67,0
2020-07-26,32,53,35,32,75,28,58,47,49,92,36,51,20
2020-07-25,44,86,63,62,116,38,102,77,75,100,50,76,111
2020-07-24,41,79,64,61,86,119,78,60,54,108,41,64,78
2020-07-23,48,85,69,54,111,109,77,70,63,83,46,68,97
2020-07-22,52,89,66,65,105,162,92,75,71,150,47,72,97
2020-07-21,51,94,62,65,88,137,88,67,54,108,45,66,104
2020-07-20,48,49,56,62,70,132,81,66,57,117,41,62,0
2020-07-19,25,64,43,31,66,17,60,45,49,108,36,47,17
2020-07-18,36,76,63,45,86,40,86,67,65,100,45,69,94
2020-07-17,45,86,69,56,93,131,78,80,69,83,49,70,102
2020-07-16,54,85,59,71,93,140,87,78,61,58,48,71,92
2020-07-15,49,87,55,57,95,118,84,74,69,75,43,67,85
2020-07-14,52,89,63,52,103,119,82,69,60,67,44,66,85
2020-07-13,53,39,57,60,100,129,85,70,53,117,40,66,0
2020-07-12,36,74,46,34,94,28,64,58,50,42,37,57,18
2020-07-11,41,75,62,55,106,39,82,69,69,83,38,72,75
2020-07-10,51,82,69,65,102,85,79,75,58,150,41,74,71
2020-07-09,43,82,57,55,79,83,68,64,59,67,38,65,61
2020-07-08,46,84,64,67,97,139,74,74,70,142,40,66,67
2020-07-07,41,65,47,41,78,92,77,62,66,100,32,63,48
2020-07-06,43,51,51,63,103,110,78,69,59,142,39,71,0
2020-07-05,34,78,48,39,92,28,66,59,47,83,39,60,17
2020-07-04,31,41,41,29,94,36,62,41,36,67,23,53,49
2020-07-03,40,79,60,54,128,111,94,75,56,167,35,75,49
2020-07-02,47,85,65,73,102,133,87,82,62,142,44,73,90
2020-07-01,47,78,60,53,101,146,78,79,72,142,41,73,70
2020-06-30,28,76,53,53,102,109,78,74,57,67,37,72,44
2020-06-29,24,34,54,63,77,109,70,68,62,83,37,59,0
2020-06-28,27,80,43,34,94,28,56,57,38,100,35,61,19
2020-06-27,21,84,46,52,91,35,71,63,61,92,35,65,61
2020-06-26,25,82,53,53,79,72,73,67,42,150,40,59,68
2020-06-25,28,89,55,58,95,114,73,77,62,108,41,70,64
2020-06-24,25,68,48,58,84,114,61,58,58,100,33,54,57
2020-06-23,31,74,50,62,113,101,75,62,54,100,36,67,58
2020-06-22,25,28,48,62,72,93,65,55,45,75,33,51,0
2020-06-21,21,68,36,33,100,35,66,54,43,58,33,54,17
2020-06-20,21,63,48,41,111,26,84,68,50,125,39,73,81
2020-06-19,29,76,66,55,111,133,85,87,62,108,44,71,70
2020-06-18,32,58,59,66,103,118,89,74,58,192,39,73,61
2020-06-17,26,76,61,70,99,129,81,72,65,125,37,68,58
2020-06-16,29,72,55,78,97,117,88,66,60,67,38,64,66
2020-06-15,29,43,57,65,99,150,74,68,55,83,37,60,0
2020-06-14,18,63,39,25,98,22,57,52,41,50,27,52,17
2020-06-13,22,79,49,36,100,20,68,73,47,92,31,62,69
2020-06-12,32,116,69,44,100,135,67,78,60,75,45,66,76
2020-06-11,28,84,57,53,85,121,67,70,58,117,34,61,62
2020-06-10,28,76,50,41,101,92,56,56,54,75,32,56,51
2020-06-09,20,76,51,40,76,152,40,56,48,83,28,51,48
2020-06-08,23,45,52,42,79,148,58,67,45,100,34,56,0
2020-06-07,10,47,30,20,78,17,37,46,38,50,16,39,13
2020-06-06,18,72,51,29,97,30,62,67,64,83,34,56,66
2020-06-05,20,102,49,38,41,136,56,67,56,67,34,51,56
2020-06-04,19,80,44,34,10,132,40,56,45,50,28,35,37
2020-06-03,18,97,45,49,15,185,46,65,56,42,27,46,41
2020-06-02,10,78,34,30,7,186,42,52,41,17,28,36,39
2020-06-01,7,38,42,68,94,200,59,55,58,133,28,54,0
2020-05-31,7,65,39,56,119,46,51,53,65,200,24,69,14
2020-05-30,23,55,43,54,92,23,71,63,59,92,26,73,43
2020-05-29,32,82,52,51,104,106,73,68,55,150,31,65,50
2020-05-28,31,54,45,47,89,88,59,63,57,92,26,60,47
2020-05-27,39,67,54,68,88,104,82,70,64,67,29,68,59
2020-05-26,35,77,50,67,96,103,83,65,60,108,27,65,51
2020-05-25,23,32,34,48,97,110,61,57,50,25,17,58,0
2020-05-24,21,46,37,51,114,26,68,63,73,83,20,71,14
2020-05-23,23,45,47,59,111,21,77,75,71,75,26,78,70
2020-05-22,33,78,51,61,142,95,87,70,65,108,29,80,51
2020-05-21,31,68,53,63,101,111,68,67,69,125,27,69,53
2020-05-20,31,79,50,56,127,118,87,67,71,75,27,75,49
2020-05-19,32,61,46,53,100,100,75,56,56,50,28,60,50
2020-05-18,27,33,44,43,90,123,75,65,55,100,24,60,0
2020-05-17,15,34,30,27,90,13,49,45,37,100,20,51,11
2020-05-16,17,56,47,38,108,20,65,70,49,108,26,69,60
2020-05-15,28,78,51,60,103,101,88,77,63,100,31,71,53
2020-05-14,30,50,41,59,72,76,69,53,50,58,24,56,45
2020-05-13,26,64,48,60,102,84,75,60,59,75,25,65,50
2020-05-12,31,52,40,56,85,62,74,59,43,42,17,58,39
2020-05-11,35,26,44,41,83,79,64,61,54,67,20,58,0
2020-05-10,22,37,26,37,127,16,63,41,37,58,17,57,14
2020-05-09,27,44,41,56,116,14,85,66,55,67,24,71,56
2020-05-08,37,66,48,53,114,95,70,73,63,75,27,69,63
2020-05-07,30,55,39,57,88,83,70,63,49,58,20,61,38
2020-05-06,34,41,44,64,114,81,84,70,67,58,21,73,43
2020-05-05,34,48,39,43,88,71,60,57,46,75,24,56,52
2020-05-04,41,24,39,53,95,63,65,61,47,100,22,59,0
2020-05-03,19,47,30,26,106,12,58,52,42,67,12,58,9
2020-05-02,25,44,41,39,97,19,68,63,49,25,15,68,38
2020-05-01,43,70,47,43,106,94,81,78,62,117,22,72,43
2020-04-30,44,54,41,59,101,62,85,66,56,67,17,64,34
2020-04-29,41,46,34,40,81,70,63,51,38,67,17,53,44
2020-04-28,39,63,40,50,114,98,76,62,63,50,21,69,46
2020-04-27,39,21,44,48,105,76,68,65,53,42,19,62,0
2020-04-26,26,55,33,37,95,16,65,52,43,58,14,58,12
2020-04-25,33,60,41,41,102,2,74,64,52,50,16,63,47
2020-04-24,42,99,44,42,119,67,78,67,56,33,21,65,45
2020-04-23,39,70,44,49,119,73,71,67,41,117,20,64,43
2020-04-22,29,57,40,47,98,74,75,62,56,108,18,63,41
2020-04-21,30,72,41,35,104,74,57,61,40,92,18,61,40
2020-04-20,26,32,35,37,98,94,79,57,48,125,18,62,0
2020-04-19,23,52,30,26,92,15,24,56,48,67,14,57,9
2020-04-18,28,57,40,40,93,22,39,67,51,83,17,68,42
2020-04-17,31,59,45,39,109,60,74,61,50,42,20,66,43
2020-04-16,32,53,42,42,128,69,71,64,63,8,20,68,41
2020-04-15,30,58,42,49,103,46,73,64,59,50,19,63,32
2020-04-14,34,60,40,34,107,64,64,50,52,8,18,56,40
2020-04-13,22,32,34,39,98,60,68,47,49,42,16,56,0
2020-04-12,13,48,26,23,117,12,21,35,52,25,13,54,10
2020-04-11,17,53,45,29,145,16,35,65,66,50,18,79,45
2020-04-10,21,62,44,45,140,83,66,73,71,92,20,76,41
2020-04-09,23,57,41,39,109,62,67,60,65,42,18,64,37
2020-04-08,20,66,45,36,89,68,58,55,57,33,21,56,44
2020-04-07,25,74,44,56,93,102,76,66,67,33,20,70,43
2020-04-06,30,26,40,42,95,79,68,52,66,50,18,63,0
2020-04-05,18,42,31,23,104,8,24,40,38,17,14,56,10
2020-04-04,24,40,40,34,93,15,20,52,47,17,17,57,42
2020-04-03,27,60,55,46,117,104,89,61,60,33,21,72,42
2020-04-02,27,65,46,47,92,97,76,55,57,42,21,61,38
2020-04-01,26,59,40,42,101,93,77,63,55,42,21,71,38
2020-03-31,33,69,46,45,80,81,74,57,53,25,21,53,40
2020-03-30,41,29,40,43,84,80,68,50,64,17,21,58,0
2020-03-29,24,39,29,18,68,8,18,41,36,8,13,45,9
2020-03-28,28,51,36,37,106,11,27,49,51,67,15,56,37
2020-03-27,35,56,52,46,110,65,70,54,52,50,21,65,40
2020-03-26,38,51,47,43,80,80,78,45,49,8,22,52,41
2020-03-25,35,61,46,42,90,109,75,69,57,42,25,62,41
2020-03-24,41,49,41,55,77,84,69,53,60,17,30,53,38
2020-03-23,42,30,43,51,95,81,65,52,76,33,32,57,0
2020-03-22,23,47,35,26,80,22,23,39,61,17,20,46,9
2020-03-21,24,43,34,34,104,19,34,44,50,75,23,58,37
2020-03-20,41,52,58,52,141,84,98,62,59,33,35,83,42
2020-03-19,55,58,50,74,120,90,99,70,64,50,40,81,58
2020-03-18,69,53,59,58,103,70,80,60,88,67,46,68,67
2020-03-17,72,64,62,64,96,110,85,67,63,58,51,72,69
2020-03-16,72,53,68,95,129,117,96,82,74,50,61,90,0
2020-03-15,35,88,68,50,130,24,41,66,92,75,37,79,22
2020-03-14,44,78,79,71,134,19,57,90,84,117,45,101,73
2020-03-13,89,124,101,91,140,104,126,117,121,100,82,114,81
2020-03-12,95,103,103,126,117,116,127,116,107,83,85,109,74
2020-03-11,101,106,101,102,102,118,91,111,106,58,83,91,70
2020-03-10,102,95,96,114,115,97,104,100,103,83,84,100,79
2020-03-09,99,61,81,88,111,108,94,96,93,42,86,88,0
2020-03-08,53,105,77,68,105,22,48,92,81,125,62,93,34
2020-03-07,63,106,96,85,108,29,48,113,105,167,73,110,98
2020-03-06,119,99,114,100,115,134,120,127,122,92,99,116,89
2020-03-05,130,88,96,115,125,149,94,120,118,83,94,122,81
2020-03-04,129,91,93,101,94,137,96,110,94,167,90,105,77
2020-03-03,132,91,84,112,98,140,118,117,107,67,100,112,83
2020-03-02,132,66,86,116,93,130,116,118,115,125,110,110,0
2020-03-01,80,80,91,66,132,26,54,123,90,150,99,92,38
2020-02-29,101,122,136,107,121,35,62,161,110,250,121,120,210
2020-02-28,135,137,134,108,125,127,151,146,121,108,128,124,154
2020-02-27,137,88,95,105,106,149,99,116,115,125,117,108,129
2020-02-26,127,80,83,111,102,131,95,102,88,83,105,102,105
2020-02-25,121,80,92,94,77,123,103,104,100,67,108,94,111
2020-02-24,132,60,77,102,104,119,100,102,93,108,108,107,0
2020-02-23,63,98,81,49,76,19,44,76,78,75,89,81,34
2020-02-22,87,89,112,93,113,21,49,115,93,83,109,113,173
2020-02-21,125,100,127,99,108,117,122,121,115,92,124,111,143
2020-02-20,125,93,100,110,99,120,94,113,120,92,113,99,120
2020-02-19,131,89,89,89,89,120,100,102,89,58,112,98,117
2020-02-18,125,93,93,117,92,135,97,111,98,83,106,99,104
2020-02-17,91,47,82,104,80,141,95,113,81,100,105,85,0
2020-02-16,71,85,100,49,121,29,46,125,80,92,111,93,38
2020-02-15,94,84,125,99,115,61,65,136,92,175,122,113,232
2020-02-14,125,108,115,133,113,149,113,120,101,75,128,113,148
2020-02-13,123,94,92,172,86,124,115,106,96,125,115,119,126
2020-02-12,133,95,97,145,91,137,101,107,80,67,112,109,136
2020-02-11,119,75,84,130,101,145,95,103,91,83,110,104,115
2020-02-10,129,53,75,100,84,132,88,96,99,58,105,94,0
2020-02-09,56,71,74,56,124,35,41,93,70,92,88,83,27
2020-02-08,80,93,104,99,121,37,50,113,92,108,112,106,175
2020-02-07,136,85,108,161,120,132,117,117,109,75,119,123,126
2020-02-06,119,91,96,90,98,140,91,93,94,58,110,93,116
2020-02-05,122,77,88,103,111,118,106,90,87,100,109,97,117
2020-02-04,117,78,92,116,94,109,106,102,95,83,103,106,103
2020-02-03,120,57,87,113,118,116,102,109,101,75,101,105,0
2020-02-02,61,70,80,48,108,13,51,78,74,108,82,89,35
2020-02-01,75,75,97,63,106,16,56,105,94,142,105,106,157
2020-01-31,105,99,102,92,133,143,124,112,111,225,114,122,122
2020-01-30,116,96,99,109,84,115,109,88,88,117,107,100,128
2020-01-29,119,81,101,89,85,126,108,103,88,75,107,95,128
2020-01-28,116,95,88,121,114,142,118,97,83,75,104,101,117
2020-01-27,112,61,87,105,97,147,90,87,76,67,100,88,0
2020-01-26,43,63,64,40,84,6,37,63,60,50,69,77,108
2020-01-25,73,76,96,73,103,13,62,100,86,117,90,92,133
2020-01-24,106,99,95,84,77,160,115,97,89,117,105,91,127
2020-01-23,86,87,87,92,65,114,94,87,70,67,88,83,101
2020-01-22,96,138,110,101,99,96,102,87,118,92,96,88,105
2020-01-21,95,264,162,161,105,116,111,91,202,100,101,94,122
2020-01-20,58,84,97,89,84,69,100,83,108,8,81,78,0
2020-01-19,48,124,96,67,90,21,104,69,83,50,73,81,126
